id_cliente,nome_completo,cpf,data_nascimento,idade,genero,estado_civil,profissao,faixa_renda,email_principal,email_alternativo,telefone_celular,telefone_fixo,logradouro,numero,complemento,bairro,cidade,estado_uf,cep,pais,tipo_residencia,data_cadastro,origem_cadastro,codigo_indicacao_usado,cupom_desconto,plano_assinatura,valor_plano,ciclo_faturamento,status,data_ultimo_pagamento,metodo_pagamento,bandeira_cartao,ultimos_4_digitos_cartao,validade_cartao,chave_pix_tipo,dias_atraso,meses_como_cliente,total_pago_R$,qtd_perfis_criados,qtd_telas_contratadas,dispositivo_principal,dispositivos_cadastrados,idioma_preferido,legenda_preferida,controle_parental_ativo,aceitou_termos_lgpd,aceitou_marketing_email,aceitou_marketing_sms,aceitou_cookies,ultimo_acesso,ip_ultimo_acesso,motivo_cancelamento,avaliacao_plataforma_1_a_5
CLI-1227,Juliana Fernandes Ribeiro,862.453.548-98,25/04/2003,22,Feminino,Divorciado(a),Estudante,R$7k a R$10k,juliana.fernandes.ribeiro34@hotmail.com,,(62) 98090-7992,,Travessa do Sol,1017,Apto 101,Ponta Negra,Goiânia,GO,64774-551,Brasil,Apartamento,2025-03-19,Smart TV,,BLACK50,Família,59.9,Mensal,Ativo,2026-04-18,PIX,,,,Telefone,0,13,715.91,2,5,Smart TV,Celular Android,Português,Português,Não,Sim,Sim,Não,Sim,2026-04-29 14:00,102.181.125.121,,5
CLI-1228,Simone Pereira Cunha,426.135.431-14,20/02/1963,62,Feminino,Solteiro(a),Desenvolvedor,R$4k a R$7k,simone.pereira.cunha61@gmail.com,simone74@outlook.com,(48) 95958-9517,(48) 3818-9905,Av. Paulista,49,,Ponta Negra,Florianópolis,SC,89764-152,Brasil,Apartamento,2023-12-29,App Android,,,Básico,19.9,Mensal,Inativo,2026-03-01,Cartão de Crédito,Hipercard,4247,12/30,,0,28,280.22,5,1,Notebook,"Console PS5, Notebook",Português,Português,Não,Sim,Não,Sim,Não,2026-03-04 00:00,101.118.188.20,Migrou para concorrente,1
CLI-1229,Larissa Dias Souza,146.244.202-62,06/03/2006,19,Feminino,Solteiro(a),CLT,R$2k a R$4k,larissa.dias.souza62@hotmail.com,,(92) 97938-7833,,Av. Getúlio Vargas,2011,Casa,Jardins,Manaus,AM,14730-655,Brasil,Casa,2022-04-29,App Android,,,Premium,49.9,Mensal,Inativo,2026-02-16,Boleto,,,,,0,48,85.49,5,4,Fire Stick,"iPhone, Console PS5",Português,Português,Não,Sim,Não,Não,Sim,2026-02-26 00:00,200.108.167.176,Pouco conteúdo,3
CLI-1230,Ana Martins Cunha,967.630.592-42,03/09/1956,69,Masculino,Divorciado(a),Advogado,Acima de R$10k,ana.martins.cunha95@gmail.com,,(92) 91189-8298,,Rua das Acácias,1893,Bloco B,Flores,Parintins,AM,20847-777,Brasil,Casa,2023-07-30,App Android,,BLACK50,Básico,19.9,Mensal,Ativo,2026-04-06,PayPal,,,,,0,33,603.19,2,1,Console Xbox,Tablet,Inglês,Português,Não,Sim,Sim,Não,Sim,2026-04-28 09:00,151.40.19.170,,5
CLI-1231,Marcelo Lopes Freitas,925.371.696-27,06/10/1997,28,Masculino,Solteiro(a),Empresário,R$7k a R$10k,marcelo.lopes.freitas6@gmail.com,,(31) 95659-3248,(31) 3113-6498,Rua das Acácias,2084,Casa,Copacabana,Belo Horizonte,MG,51844-718,Brasil,Apartamento,2022-08-07,Site,,,Básico,19.9,Mensal,Inadimplente,2026-01-10,PayPal,,,,,111,45,865.35,2,1,Smart TV,"iPhone, Notebook, Console PS5",Português,Inglês,Não,Sim,Não,Sim,Sim,2026-04-12 00:00,150.157.64.7,,3
CLI-1232,Lucas Gomes Martins,979.165.410-36,11/09/1967,58,Masculino,Solteiro(a),CLT,Acima de R$10k,lucas.gomes.martins13@gmail.com,,(11) 97606-6114,,Rua 10 de Julho,799,Fundos,Compensa,São Paulo,SP,69083-920,Brasil,Apartamento,2025-02-27,App Android,IND3730,,Básico,19.9,Mensal,Ativo,2026-04-30,PayPal,,,,,0,14,245.69,2,1,Smart TV,"Notebook, Console Xbox, Fire Stick",Português,Inglês,Não,Sim,Não,Não,Sim,2026-04-30 04:00,167.23.55.56,,5
CLI-1233,Lucas Barbosa Nascimento,252.827.153-12,10/01/1969,57,Feminino,Divorciado(a),Aposentado,Acima de R$10k,lucas.barbosa.nascimento43@gmail.com,,(27) 91722-8791,,Rua 10 de Julho,107,,Savassi,Vitória,ES,24371-150,Brasil,Apartamento,2024-03-26,Smart TV,IND8525,,Família,59.9,Anual,Inadimplente,2026-02-16,Débito em Conta,,3480,09/27,,74,25,1467.54,2,5,Notebook,"Smart TV, iPhone",Português,Português,Não,Sim,Sim,Sim,Sim,2026-04-17 00:00,124.187.221.165,,3
CLI-1234,Aline Costa Dias,603.789.229-76,12/03/1969,56,Feminino,Divorciado(a),Aposentado,Até R$2k,aline.costa.dias6@gmail.com,,(11) 92570-1483,,Av. Paulista,505,Fundos,Savassi,São Paulo,SP,57747-201,Brasil,Apartamento,2023-06-25,Site,,,Básico,19.9,Mensal,Ativo,2026-04-25,PayPal,,,,,0,34,610.08,4,1,Console Xbox,"Console PS5, Chromecast, Tablet, iPhone",Português,Inglês,Não,Sim,Não,Não,Sim,2026-04-28 04:00,151.213.215.252,,1
CLI-1235,Felipe Soares Cavalcanti,496.126.136-44,13/05/1971,54,Masculino,Casado(a),Vendedor,Até R$2k,felipe.soares.cavalcanti15@gmail.com,,(91) 99036-5713,(91) 4608-7358,Rua Rio Negro,605,Casa,Boa Viagem,Belém,PA,16245-541,Brasil,Apartamento,2024-12-26,Site,,STREAM20,Básico,19.9,Mensal,Ativo,2026-04-18,PIX,,,,Telefone,0,16,278.91,5,1,Tablet,iPhone,Português,Inglês,Sim,Sim,Sim,Não,Sim,2026-05-01 00:00,185.136.179.134,,3
CLI-1236,Rodrigo Dias Silva,482.634.716-49,13/12/1962,63,Feminino,Viúvo(a),Enfermeiro,R$2k a R$4k,rodrigo.dias.silva33@hotmail.com,,(41) 96284-7347,(41) 3692-5886,Av. Constantino Nery,264,,Alvorada,Curitiba,PR,95426-578,Brasil,Casa,2025-01-02,App Android,,BLACK50,Premium,49.9,Anual,Ativo,2026-04-26,PayPal,,,,,0,16,730.17,3,4,Chromecast,Notebook,Português,Português,Não,Sim,Sim,Não,Sim,2026-05-01 00:00,150.126.48.226,,5
CLI-1237,Ana Mendes Soares,641.674.281-89,21/02/1992,33,Feminino,União Estável,Designer,R$7k a R$10k,ana.mendes.soares69@hotmail.com,,(92) 95964-1405,(92) 4916-6240,Av. Djalma Batista,1341,Casa,Savassi,Manaus,AM,21656-498,Brasil,Casa,2022-08-05,Site,,,Básico,19.9,Mensal,Ativo,2026-04-01,Boleto,,,,,0,45,803.33,2,1,Chromecast,"iPhone, Fire Stick, Tablet",Português,Inglês,Não,Sim,Sim,Não,Sim,2026-04-27 03:00,197.103.137.19,,5
CLI-1238,Bruno Cavalcanti Carvalho,716.948.983-50,18/03/1969,56,Masculino,Casado(a),Advogado,R$2k a R$4k,bruno.cavalcanti.carvalho28@hotmail.com,bruno77@outlook.com,(51) 91315-9084,(51) 3581-3511,Rua Rio Negro,837,,Boa Viagem,Porto Alegre,RS,51372-174,Brasil,Casa,2023-06-06,App Android,,BEMVINDO10,Básico,19.9,Mensal,Ativo,2026-04-28,Boleto,,,,,0,35,685.9,2,1,Fire Stick,"iPhone, Chromecast, Fire Stick, Celular Android",Português,Português,Não,Sim,Sim,Sim,Sim,2026-04-27 17:00,188.112.33.27,,2
CLI-1239,Beatriz Freitas Barbosa,981.426.223-44,12/07/1997,28,Feminino,União Estável,Professor,R$2k a R$4k,beatriz.freitas.barbosa13@gmail.com,beatriz29@outlook.com,(92) 96878-3899,,Rua Rio Negro,711,Fundos,Flores,Parintins,AM,79014-578,Brasil,Casa,2023-04-09,Site,IND9645,AMIGO15,Padrão,34.9,Mensal,Ativo,2026-04-08,PayPal,,,,,0,37,1272.74,2,2,Tablet,"Notebook, Chromecast",Inglês,Inglês,Não,Sim,Sim,Sim,Sim,2026-04-29 07:00,160.21.56.129,,3
CLI-1240,Thiago Soares Nascimento,249.714.878-29,28/03/1996,29,Feminino,Viúvo(a),Vendedor,Acima de R$10k,thiago.soares.nascimento45@gmail.com,,(51) 93744-5245,,Av. Constantino Nery,827,Apto 101,Ponta Negra,Porto Alegre,RS,78199-158,Brasil,Apartamento,2022-08-10,Site,,,Premium,49.9,Anual,Ativo,2026-04-11,PIX,,,,CPF,0,45,2232.62,2,4,Chromecast,"Chromecast, Console PS5, Smart TV, Fire Stick",Português,Português,Sim,Sim,Não,Não,Sim,2026-04-28 10:00,156.55.75.29,,4
CLI-1241,Renata Lopes Silva,377.410.218-84,25/05/1955,70,Masculino,Viúvo(a),Desenvolvedor,R$4k a R$7k,renata.lopes.silva23@hotmail.com,,(48) 99805-1409,,Rua Belo Horizonte,409,,Flores,Florianópolis,SC,32888-833,Brasil,Apartamento,2022-06-21,Site,,,Premium,49.9,Mensal,Ativo,2026-04-30,Cartão de Crédito,Visa,9680,10/27,,0,47,2053.88,4,4,Celular Android,Chromecast,Português,Português,Não,Sim,Sim,Sim,Sim,2026-04-30 13:00,119.173.231.138,,3
CLI-1242,Leandro Nascimento Freitas,407.591.147-88,22/07/1980,45,Feminino,Viúvo(a),Vendedor,R$7k a R$10k,leandro.nascimento.freitas89@hotmail.com,,(81) 97284-4402,(81) 3474-4752,Rua Barão de Melgaço,838,Fundos,Centro,Recife,PE,93086-546,Brasil,Apartamento,2022-07-19,App Android,,,Padrão,34.9,Anual,Inadimplente,2026-04-03,PIX,,,,CPF,28,46,1420.99,3,2,iPhone,"Console PS5, Notebook",Português,Português,Não,Sim,Não,Sim,Sim,2026-04-17 00:00,172.192.163.197,,1
CLI-1243,Bruno Costa Carvalho,649.853.763-83,12/03/2005,20,Feminino,Casado(a),Desenvolvedor,R$4k a R$7k,bruno.costa.carvalho96@hotmail.com,bruno82@outlook.com,(61) 97475-8849,,Travessa do Sol,1073,Fundos,Jardins,Brasília,DF,14975-466,Brasil,Casa,2022-09-06,Site,,BLACK50,Padrão,34.9,Mensal,Ativo,2026-04-07,Boleto,,,,,0,44,1333.24,3,2,iPhone,"Chromecast, Notebook, Tablet",Inglês,Inglês,Não,Sim,Sim,Sim,Sim,2026-04-29 22:00,101.169.96.150,,3
CLI-1244,Lara Carvalho Ribeiro,654.809.276-54,10/03/1994,31,Masculino,Viúvo(a),Enfermeiro,R$2k a R$4k,lara.carvalho.ribeiro81@hotmail.com,,(48) 96313-2364,,Alameda das Palmeiras,1997,Fundos,Compensa,Florianópolis,SC,17057-740,Brasil,Apartamento,2023-03-09,Site,,BEMVINDO10,Premium,49.9,Mensal,Ativo,2026-04-29,PIX,,,,CPF,0,38,1817.0,4,4,Notebook,"Chromecast, Notebook",Português,Inglês,Não,Sim,Não,Não,Sim,2026-04-30 02:00,119.236.182.240,,2
CLI-1245,Ana Silva Dias,464.938.675-87,25/03/1959,66,Masculino,Divorciado(a),Estudante,Acima de R$10k,ana.silva.dias71@hotmail.com,,(21) 96173-8032,(21) 3044-3755,Rua Barão de Melgaço,377,,Compensa,Rio de Janeiro,RJ,29827-934,Brasil,Casa,2023-08-31,App iOS,,STREAM20,Padrão,34.9,Mensal,Ativo,2026-04-28,PayPal,,,,,0,32,1083.21,5,2,iPhone,"Console PS5, iPhone, Console Xbox, Chromecast",Português,Português,Não,Sim,Sim,Sim,Não,2026-04-28 21:00,124.137.57.175,,3
CLI-1246,Valentina Pereira Lopes,495.210.715-59,26/12/1954,71,Feminino,Casado(a),Vendedor,Acima de R$10k,valentina.pereira.lopes73@gmail.com,,(71) 92591-5252,,Travessa do Sol,336,Bloco B,Centro Sul,Salvador,BA,85266-569,Brasil,Casa,2024-07-13,Site,,BEMVINDO10,Padrão,34.9,Anual,Inadimplente,2026-02-01,Débito em Conta,,4352,03/31,,89,21,690.7,3,2,Chromecast,"Notebook, Console Xbox, iPhone, Tablet",Português,Português,Não,Sim,Sim,Sim,Sim,2026-04-19 00:00,141.117.160.114,,4
CLI-1247,Valentina Oliveira Almeida,243.477.877-53,13/09/2001,24,Feminino,Casado(a),Desenvolvedor,R$7k a R$10k,valentina.oliveira.almeida64@hotmail.com,valentina61@outlook.com,(62) 98690-3600,,Rua 10 de Julho,1564,,Cidade Nova,Goiânia,GO,95380-830,Brasil,Casa,2022-09-21,App Android,,AMIGO15,Básico,19.9,Mensal,Ativo,2026-04-09,PIX,,,,Email,0,43,843.24,4,1,Console PS5,"Fire Stick, Notebook, Console Xbox, iPhone",Português,Português,Sim,Sim,Não,Não,Sim,2026-04-30 08:00,174.66.51.18,,2
CLI-1248,Mariana Cunha Cunha,431.498.119-89,29/06/1991,34,Masculino,Viúvo(a),Estudante,Até R$2k,mariana.cunha.cunha16@gmail.com,mariana54@outlook.com,(31) 93629-2472,,Av. Getúlio Vargas,2119,Casa,Compensa,Belo Horizonte,MG,27722-929,Brasil,Casa,2023-10-18,App Android,,STREAM20,Premium,49.9,Mensal,Inadimplente,2026-03-15,Débito em Conta,,6591,12/28,,47,30,1463.0,5,4,iPhone,iPhone,Português,Desativada,Não,Sim,Sim,Não,Não,2026-04-11 00:00,117.43.151.18,,2
CLI-1249,Jorge Carvalho Costa,367.725.639-31,28/06/1985,40,Masculino,Casado(a),Empresário,Acima de R$10k,jorge.carvalho.costa92@gmail.com,,(11) 98023-6341,,Av. Djalma Batista,715,Casa,Boa Viagem,São Paulo,SP,93342-352,Brasil,Casa,2023-10-28,Indicação de amigo,IND6710,,Família,59.9,Mensal,Ativo,2026-04-17,Boleto,,,,,0,30,1773.88,5,5,Smart TV,Console PS5,Português,Inglês,Sim,Sim,Sim,Sim,Sim,2026-04-30 01:00,142.61.183.14,,5
CLI-1250,Pedro Carvalho Dias,215.634.737-72,12/02/1958,67,Prefiro não informar,Casado(a),Empresário,Acima de R$10k,pedro.carvalho.dias83@gmail.com,,(61) 96911-1495,,Rua Amazonas,2072,,Centro Sul,Brasília,DF,46363-195,Brasil,Apartamento,2023-12-13,Site,,,Básico,19.9,Mensal,Ativo,2026-04-22,Boleto,,,,,0,29,520.91,2,1,Fire Stick,Notebook,Português,Desativada,Sim,Sim,Sim,Não,Não,2026-04-29 04:00,119.142.70.184,,1
CLI-1251,Thiago Silva Pereira,894.236.596-59,19/09/1982,43,Feminino,Viúvo(a),Enfermeiro,R$4k a R$7k,thiago.silva.pereira35@gmail.com,,(61) 94376-3391,,Rua Rio Negro,657,,Compensa,Brasília,DF,17820-789,Brasil,Casa,2024-02-03,Site,,AMIGO15,Básico,19.9,Anual,Ativo,2026-04-05,Boleto,,,,,0,27,477.37,4,1,Fire Stick,"Tablet, Console PS5, Smart TV",Português,Português,Sim,Sim,Não,Não,Não,2026-04-29 13:00,135.34.184.8,,3
CLI-1252,Valentina Silva Barbosa,496.187.527-46,08/10/1970,55,Feminino,Solteiro(a),Aposentado,Acima de R$10k,valentina.silva.barbosa19@hotmail.com,,(71) 94643-9833,,Av. Djalma Batista,1501,Apto 101,Adrianópolis,Salvador,BA,24915-430,Brasil,Apartamento,2023-09-08,App iOS,IND6784,,Família,59.9,Mensal,Ativo,2026-05-01,Cartão de Crédito,American Express,3145,01/27,,0,32,1892.02,2,5,Tablet,iPhone,Português,Inglês,Não,Sim,Sim,Sim,Sim,2026-04-27 04:00,113.148.55.42,,1
CLI-1253,Juliana Carvalho Gomes,766.205.447-28,12/06/1977,48,Masculino,Casado(a),Desenvolvedor,Acima de R$10k,juliana.carvalho.gomes92@gmail.com,juliana56@outlook.com,(27) 95740-3459,(27) 3339-9789,Rua Rio Negro,290,Fundos,Cidade Nova,Vitória,ES,55629-887,Brasil,Apartamento,2022-01-14,App Android,,BEMVINDO10,Básico,19.9,Mensal,Ativo,2026-05-05,PayPal,,,,,0,52,947.24,3,1,Fire Stick,"Fire Stick, Tablet",Português,Inglês,Não,Sim,Sim,Sim,Sim,2026-04-27 12:00,165.119.22.75,,1
CLI-1254,Felipe Cavalcanti Oliveira,742.972.306-24,31/10/1998,27,Masculino,Solteiro(a),Advogado,R$4k a R$7k,felipe.cavalcanti.oliveira56@gmail.com,,(85) 92749-9622,,Rua 10 de Julho,190,Apto 101,Moema,Fortaleza,CE,38111-601,Brasil,Casa,2023-09-05,App Android,,BLACK50,Premium,49.9,Mensal,Inativo,2026-03-11,Débito em Conta,,6920,10/28,,0,32,1142.44,5,4,Tablet,Console Xbox,Inglês,Inglês,Sim,Sim,Sim,Não,Sim,2026-03-19 00:00,120.198.100.238,Falta de tempo,3
CLI-1255,Gabriel Freitas Lima,807.661.504-62,26/05/1995,30,Feminino,União Estável,Vendedor,Até R$2k,gabriel.freitas.lima63@gmail.com,gabriel64@outlook.com,(21) 99170-6725,,Av. Paulista,243,,Copacabana,Rio de Janeiro,RJ,25052-211,Brasil,Apartamento,2022-06-05,App iOS,,,Família,59.9,Mensal,Ativo,2026-05-05,Boleto,,,,,0,47,2447.14,2,5,Fire Stick,"Smart TV, Celular Android, Tablet, Chromecast",Português,Português,Sim,Sim,Não,Sim,Sim,2026-04-29 01:00,107.78.26.184,,5
CLI-1256,Rodrigo Carvalho Pereira,506.325.331-25,12/09/1953,72,Masculino,Viúvo(a),Designer,Acima de R$10k,rodrigo.carvalho.pereira76@gmail.com,,(11) 97969-5593,,Rua Barão de Melgaço,1113,Fundos,Adrianópolis,São Paulo,SP,37404-746,Brasil,Casa,2025-02-03,App Android,,BEMVINDO10,Família,59.9,Mensal,Inativo,2026-03-10,Cartão de Crédito,Elo,9538,12/27,,0,15,462.22,3,5,Celular Android,"Smart TV, iPhone",Português,Português,Não,Sim,Sim,Não,Sim,2026-03-19 00:00,143.165.247.176,Problemas financeiros,4
CLI-1257,Mariana Nascimento Oliveira,397.574.348-24,24/06/1983,42,Feminino,Viúvo(a),Professor,Acima de R$10k,mariana.nascimento.oliveira38@gmail.com,,(61) 93823-2576,(61) 3459-8541,Rua 10 de Julho,1706,Apto 101,Cidade Nova,Brasília,DF,34161-916,Brasil,Apartamento,2023-12-08,App Android,,BLACK50,Padrão,34.9,Mensal,Inadimplente,2026-04-23,Cartão de Crédito,Hipercard,3269,11/30,,8,29,940.31,1,2,iPhone,"Smart TV, Chromecast, Notebook, Console PS5",Português,Português,Não,Sim,Sim,Não,Sim,2026-04-26 00:00,172.22.4.137,,2
CLI-1258,Rafael Santos Silva,645.894.865-55,03/07/1976,49,Masculino,Casado(a),Vendedor,R$4k a R$7k,rafael.santos.silva69@gmail.com,,(41) 94494-5892,,Travessa do Sol,2227,Apto 101,Compensa,Curitiba,PR,26679-412,Brasil,Apartamento,2022-03-19,App Android,,AMIGO15,Premium,49.9,Mensal,Ativo,2026-04-25,Cartão de Crédito,Visa,1211,01/29,,0,50,2246.77,3,4,Notebook,"Smart TV, Tablet, Celular Android, iPhone",Português,Desativada,Não,Sim,Não,Não,Sim,2026-04-27 11:00,191.17.200.211,,2
CLI-1259,Gabriel Gomes Lima,961.195.857-91,10/02/2000,25,Masculino,Divorciado(a),Professor,R$7k a R$10k,gabriel.gomes.lima24@hotmail.com,gabriel38@outlook.com,(81) 99342-6529,,Travessa do Sol,557,Bloco B,Ponta Negra,Recife,PE,12224-621,Brasil,Casa,2022-11-06,Site,,BEMVINDO10,Padrão,34.9,Mensal,Ativo,2026-04-26,Boleto,,,,,0,42,1329.45,2,2,Console Xbox,Console PS5,Português,Português,Não,Sim,Sim,Não,Sim,2026-04-28 09:00,153.250.22.125,,3
CLI-1260,Flávia Araujo Gomes,315.924.117-71,18/04/1990,35,Masculino,Divorciado(a),Enfermeiro,Acima de R$10k,flávia.araujo.gomes63@gmail.com,flávia32@outlook.com,(85) 98302-2855,(85) 3732-1653,Av. Paulista,2023,Apto 101,Cidade Nova,Fortaleza,CE,68115-586,Brasil,Casa,2022-04-25,App iOS,,,Padrão,34.9,Mensal,Inadimplente,2026-02-14,PIX,,,,CPF,76,48,1491.42,2,2,iPhone,"Console Xbox, Console PS5, iPhone, Celular Android",Português,Inglês,Não,Sim,Não,Sim,Sim,2026-04-30 00:00,143.150.150.12,,1
CLI-1261,Leticia Nascimento Cunha,532.539.705-83,17/08/1981,44,Feminino,Solteiro(a),Professor,R$7k a R$10k,leticia.nascimento.cunha6@gmail.com,,(71) 99095-9187,,Alameda das Palmeiras,1895,Casa,Centro Sul,Salvador,BA,54922-187,Brasil,Casa,2024-09-20,Site,,,Básico,19.9,Anual,Inativo,2026-03-25,Débito em Conta,,4751,10/28,,0,19,53.02,5,1,Fire Stick,"Tablet, Console PS5, Notebook",Português,Português,Sim,Sim,Não,Sim,Sim,2026-03-26 00:00,171.84.119.11,Não usa mais,3
CLI-1262,Gabriel Araujo Rodrigues,751.727.987-60,26/06/1977,48,Feminino,Casado(a),Vendedor,Até R$2k,gabriel.araujo.rodrigues8@hotmail.com,,(92) 94848-7232,,Rua Barão de Melgaço,191,,Jardins,Manaus,AM,25936-250,Brasil,Casa,2023-06-11,Smart TV,,BEMVINDO10,Padrão,34.9,Mensal,Ativo,2026-05-06,PIX,,,,Chave Aleatória,0,35,1197.03,4,2,Console PS5,"Fire Stick, Tablet",Português,Inglês,Não,Sim,Sim,Não,Não,2026-04-27 18:00,167.229.88.158,,2
CLI-1263,Enzo Cavalcanti Melo,189.233.216-71,10/10/1994,31,Feminino,União Estável,Empresário,R$4k a R$7k,enzo.cavalcanti.melo13@hotmail.com,enzo98@outlook.com,(48) 93574-2468,(48) 4895-6163,Rua 10 de Julho,2012,,Centro Sul,Florianópolis,SC,38019-245,Brasil,Apartamento,2025-01-28,App Android,IND7145,BLACK50,Padrão,34.9,Mensal,Ativo,2026-05-01,Boleto,,,,,0,15,485.98,5,2,Tablet,"Notebook, Console Xbox, iPhone, Tablet",Inglês,Português,Não,Sim,Sim,Não,Não,2026-04-30 04:00,133.93.125.199,,5
CLI-1264,Tatiane Costa Soares,857.661.799-90,06/08/1994,31,Masculino,União Estável,Autônomo,R$7k a R$10k,tatiane.costa.soares76@hotmail.com,,(31) 94060-5462,(31) 3528-6085,Av. Getúlio Vargas,2347,Apto 101,Jardins,Belo Horizonte,MG,32056-315,Brasil,Casa,2025-06-04,Site,,BLACK50,Básico,19.9,Mensal,Inativo,2026-03-05,PIX,,,,CPF,0,11,197.44,2,1,Fire Stick,"Console Xbox, Console PS5, Notebook",Inglês,Desativada,Não,Sim,Sim,Não,Sim,2026-03-20 00:00,145.143.79.132,Problemas financeiros,1
CLI-1265,Enzo Fernandes Santos,162.782.940-95,14/10/1977,48,Feminino,Viúvo(a),Professor,Até R$2k,enzo.fernandes.santos45@hotmail.com,,(85) 96154-7586,,Av. Constantino Nery,507,Bloco B,Centro,Fortaleza,CE,61555-932,Brasil,Casa,2022-07-02,Smart TV,,,Básico,19.9,Mensal,Ativo,2026-04-05,PayPal,,,,,0,46,890.58,5,1,Fire Stick,Console Xbox,Português,Desativada,Não,Sim,Sim,Não,Sim,2026-04-30 08:00,123.71.59.107,,5
CLI-1266,Renata Cavalcanti Silva,547.586.874-73,29/07/1964,61,Masculino,Divorciado(a),Aposentado,R$7k a R$10k,renata.cavalcanti.silva3@gmail.com,,(61) 95669-3090,,Rua Barão de Melgaço,465,,Jardins,Brasília,DF,27803-415,Brasil,Apartamento,2022-11-15,App Android,,,Básico,19.9,Mensal,Inativo,2026-03-26,Cartão de Crédito,American Express,8568,09/27,,0,42,344.18,2,1,Console PS5,Notebook,Inglês,Inglês,Não,Sim,Não,Não,Sim,2026-04-07 00:00,171.203.92.81,Pouco conteúdo,3
CLI-1267,Rodrigo Soares Santos,722.106.748-46,22/07/1987,38,Feminino,Casado(a),CLT,R$7k a R$10k,rodrigo.soares.santos30@hotmail.com,,(48) 95401-2243,,Rua das Acácias,89,Fundos,Jardins,Florianópolis,SC,88803-396,Brasil,Apartamento,2022-02-10,App iOS,,,Padrão,34.9,Mensal,Inativo,2026-02-21,PayPal,,,,,0,51,744.69,4,2,Chromecast,Chromecast,Português,Português,Não,Sim,Não,Sim,Sim,2026-03-02 00:00,121.140.35.215,Preço alto,2
CLI-1268,Bruno Nascimento Costa,701.637.183-61,21/12/1954,71,Masculino,Viúvo(a),Designer,Acima de R$10k,bruno.nascimento.costa91@hotmail.com,,(71) 91045-1657,(71) 3644-5434,Rua 10 de Julho,360,Fundos,Adrianópolis,Salvador,BA,17551-686,Brasil,Apartamento,2024-09-22,App Android,,,Padrão,34.9,Mensal,Ativo,2026-04-29,PIX,,,,Chave Aleatória,0,19,636.27,1,2,Smart TV,Console PS5,Inglês,Desativada,Não,Sim,Sim,Sim,Sim,2026-04-30 01:00,151.225.70.34,,5
CLI-1269,Isabela Barbosa Nascimento,549.723.221-35,12/02/2007,18,Masculino,Casado(a),Empresário,Acima de R$10k,isabela.barbosa.nascimento82@gmail.com,isabela54@outlook.com,(48) 99378-4820,,Rua Rio Negro,965,,Savassi,Florianópolis,SC,86793-161,Brasil,Casa,2023-08-26,App Android,,,Premium,49.9,Mensal,Inadimplente,2026-03-28,Débito em Conta,,9724,08/31,,34,32,1421.65,2,4,Chromecast,"Smart TV, Tablet",Português,Português,Não,Sim,Sim,Sim,Sim,2026-04-20 00:00,158.92.216.45,,2
CLI-1270,Marcos Nascimento Oliveira,474.681.868-60,23/09/1978,47,Masculino,Divorciado(a),Professor,Acima de R$10k,marcos.nascimento.oliveira11@hotmail.com,,(31) 92073-5413,,Rua Amazonas,2220,,Boa Viagem,Belo Horizonte,MG,74974-643,Brasil,Apartamento,2024-09-16,Site,,,Básico,19.9,Anual,Ativo,2026-04-13,Débito em Conta,,2044,04/31,,0,19,365.99,2,1,Console PS5,"Fire Stick, Console PS5, Console Xbox, Notebook",Inglês,Desativada,Não,Sim,Não,Não,Sim,2026-04-28 16:00,101.145.23.30,,5
CLI-1271,Tatiane Almeida Barbosa,951.552.800-66,14/08/1957,68,Masculino,Casado(a),Advogado,Até R$2k,tatiane.almeida.barbosa98@hotmail.com,,(61) 95770-1179,,Travessa do Sol,1681,Bloco B,Centro Sul,Brasília,DF,39781-449,Brasil,Apartamento,2022-03-03,Smart TV,IND6214,,Padrão,34.9,Mensal,Inadimplente,2026-04-06,Boleto,,,,,25,50,1622.73,4,2,Fire Stick,Chromecast,Português,Desativada,Não,Sim,Sim,Sim,Não,2026-04-18 00:00,198.152.26.196,,5
CLI-1272,Gabriel Oliveira Barbosa,875.915.156-77,22/07/1978,47,Feminino,Solteiro(a),Designer,R$2k a R$4k,gabriel.oliveira.barbosa12@gmail.com,,(92) 94134-6496,(92) 4003-3829,Rua Rio Negro,1432,Casa,Cidade Nova,Parintins,AM,42841-110,Brasil,Apartamento,2025-04-27,Site,IND8964,BLACK50,Padrão,34.9,Mensal,Ativo,2026-04-29,PIX,,,,Telefone,0,12,359.39,1,2,Smart TV,"iPhone, Tablet",Português,Inglês,Não,Sim,Não,Sim,Sim,2026-04-29 21:00,140.48.118.111,,5
CLI-1273,Fernanda Costa Martins,501.968.805-99,27/09/1962,63,Masculino,Solteiro(a),Desenvolvedor,Acima de R$10k,fernanda.costa.martins44@hotmail.com,,(92) 95355-5494,(92) 4844-8069,Rua Belo Horizonte,1738,Casa,Flores,Parintins,AM,61196-647,Brasil,Apartamento,2023-07-18,App iOS,IND6632,,Padrão,34.9,Mensal,Ativo,2026-04-11,Cartão de Crédito,Mastercard,6436,12/30,,0,33,1148.46,5,2,Console Xbox,Notebook,Inglês,Desativada,Não,Sim,Sim,Não,Sim,2026-04-28 10:00,121.61.176.106,,3
